"src","total_con","num_of_des","total_failed","des_list","id_list","con_per_des","success_to_fail_ratio"
"C10287",1,1,0,"C586","4787",1,0
"C3995",1,1,0,"C1065","4789",1,0
"C18566",1,1,0,"C467","4790",1,0
"C793",1,1,0,"C1065","4792",1,0
"C6499",1,1,0,"C528","4795",1,0
"C19442",1,1,0,"C586","4796",1,0
"C2567",1,1,0,"C586","4798",1,0
"C18099",1,1,0,"C625","4807",1,0
"C10265",1,1,0,"C529","4808",1,0
"C9195",1,1,0,"C457","4811",1,0
"C1874",1,1,0,"C586","4815",1,0
"C8404",1,1,0,"C612","4817",1,0
"C11059",1,1,0,"C528","4818",1,0
"C2335",1,1,0,"C586","4819",1,0
"C10462",1,1,0,"C457","4822",1,0
"C8388",1,1,0,"C612","4824",1,0
"C19081",1,1,0,"C1065","4827",1,0
"C20314",1,1,0,"C529","4829",1,0
"C15967",1,1,0,"C586","4831",1,0
"C6240",1,1,0,"C586","4832",1,0
"C13311",1,1,0,"C529","4833",1,0
"C10035",1,1,0,"C467","4835",1,0
"C1154",1,1,0,"C529","4836",1,0
"C8639",1,1,0,"C528","4837",1,0
"C10798",1,1,0,"C529","4839",1,0
"C6285",1,1,0,"C586","4840",1,0
"C4753",1,1,0,"C529","4843",1,0
"C14471",1,1,0,"C612","4847",1,0
"C12751",1,1,0,"C612","4849",1,0
"C13074",1,1,0,"C467","4854",1,0
"C19025",1,1,0,"C528","4858",1,0
"C1516",1,1,0,"C586","4859",1,0
"C15744",1,1,0,"C743","4863",1,0
"C2137",1,1,0,"C2106","4868",1,0
"C19174",1,1,0,"C467","4874",1,0
"C15694",1,1,0,"C1065","4876",1,0
"C17725",1,1,0,"C467","4882",1,0
"C5211",1,1,0,"C1065","4883",1,0
"C12642",1,1,0,"C586","4885",1,0
"C5227",1,1,0,"C612","4887",1,0
"C293",1,1,0,"C586","4888",1,0
"C10595",1,1,0,"C1065","4889",1,0
"C1599",1,1,0,"C231","4896",1,0
"C10821",1,1,0,"C529","4899",1,0
"C19522",1,1,0,"C586","4900",1,0
"C2842",1,1,0,"C529","4912",1,0
"C496",1,1,0,"C467","4915",1,0
"C9550",1,1,0,"C625","4917",1,0
"C2507",1,1,0,"C586","4919",1,0
"C12707",1,1,0,"C528","4920",1,0
"C19915",1,1,0,"C625","4925",1,0
"C5957",1,1,0,"C529","4927",1,0
"C20416",1,1,0,"C612","4928",1,0
"C6955",1,1,0,"C3173","4932",1,0
"C15670",1,1,0,"C2162","4934",1,0
"C12242",1,1,0,"C92","4943",1,0
"C16438",1,1,0,"C625","4944",1,0
"C7654",1,1,0,"C529","4945",1,0
"C7544",1,1,0,"C457","4949",1,0
"C3333",1,1,0,"C457","4950",1,0
"C7560",1,1,0,"C2106","4951",1,0
"C13287",1,1,0,"C1065","4952",1,0
"C18533",1,1,0,"C2162","4954",1,0
"C7320",1,1,0,"C586","4957",1,0
"C735",1,1,0,"C1065","4959",1,0
"C17170",1,1,0,"C2106","4960",1,0
"C18951",1,1,0,"C2106","4963",1,0
"C1430",1,1,0,"C528","4967",1,0
"C1319",1,1,0,"C625","4968",1,0
"C7411",1,1,0,"C612","4969",1,0
"C8526",1,1,0,"C586","4971",1,0
"C19741",1,1,0,"C528","4973",1,0
"C20733",1,1,0,"C586","4974",1,0
"C1481",1,1,0,"C467","4975",1,0
"C19769",1,1,0,"C528","4982",1,0
"C10079",1,1,0,"C612","4983",1,0
"C10158",1,1,0,"C586","4987",1,0
"C4574",1,1,0,"C528","4990",1,0
"C1492",1,1,0,"C586","4994",1,0
"C11975",1,1,0,"C528","4996",1,0
"C2774",1,1,0,"C586","4997",1,0
"C12074",1,1,0,"C10","4999",1,0
"C4841",1,1,0,"C586","5000",1,0
"C6876",1,1,0,"C586","5002",1,0
"C12478",1,1,0,"C528","5006",1,0
"C14249",1,1,0,"C586","5009",1,0
"C4123",1,1,0,"C467","5010",1,0
"C8908",1,1,0,"C467","5012",1,0
"C19219",1,1,0,"C586","5020",1,0
"C4396",1,1,0,"C467","5023",1,0
"C16488",1,1,0,"C467","5027",1,0
"C1433",1,1,0,"C467","5035",1,0
"C1270",1,1,0,"C612","5036",1,0
"C4555",1,1,0,"C529","5037",1,0
"C21524",1,1,0,"C612","5041",1,0
"C2459",1,1,0,"C467","5042",1,0
"C16305",1,1,0,"C92","5043",1,0
"C797",1,1,0,"C625","5044",1,0
"C2980",1,1,0,"C612","5048",1,0
"C12773",1,1,0,"C467","5052",1,0
"C639",1,1,0,"C457","5057",1,0
"C7664",1,1,0,"C467","5060",1,0
"C4531",1,1,0,"C457","5064",1,0
"C20226",1,1,0,"C467","5065",1,0
"C3842",1,1,0,"C586","5069",1,0
"C9679",1,1,0,"C612","5077",1,0
"C6464",1,1,0,"C467","5078",1,0
"C1031",1,1,0,"C586","5080",1,0
"C18894",1,1,0,"C529","5082",1,0
"C18448",1,1,0,"C2106","5083",1,0
"C2762",1,1,0,"C1065","5084",1,0
"C361",1,1,0,"C625","5095",1,0
"C15952",1,1,0,"C625","5096",1,0
"C2110",1,1,0,"C2106","5099",1,0
"C15646",1,1,0,"C1065","5101",1,0
"C10942",1,1,0,"C467","5104",1,0
"C13553",1,1,0,"C529","5105",1,0
"C12870",1,1,0,"C2162","5106",1,0
"C4714",1,1,0,"C586","5107",1,0
"C279",1,1,0,"C586","5111",1,0
"C8728",1,1,0,"C528","5113",1,0
"C12897",1,1,0,"C625","5116",1,0
"C1043",1,1,0,"C586","5118",1,0
"C19715",1,1,0,"C2438","5119",1,0
"C16490",1,1,0,"C625","5125",1,0
"C18473",1,1,0,"C586","5130",1,0
"C10508",1,1,0,"C529","5137",1,0
"C19078",1,1,0,"C529","5142",1,0
"C3926",1,1,0,"C528","5144",1,0
"C14104",1,1,0,"C586","5151",1,0
"C7102",1,1,0,"C586","5154",1,0
"C422",1,1,0,"C528","5158",1,0
"C26889",1,1,0,"C586","5161",1,0
"C14842",1,1,0,"C586","5169",1,0
"C7483",1,1,0,"C467","5170",1,0
"C730",1,1,0,"C612","5172",1,0
"C549",1,1,0,"C528","5176",1,0
"C3373",1,1,0,"C586","5178",1,0
"C2358",1,1,0,"C528","5180",1,0
"C9500",1,1,0,"C2106","5184",1,0
"C5030",1,1,0,"C528","5185",1,0
"C18921",1,1,0,"C457","5189",1,0
"C7137",1,1,0,"C529","5191",1,0
"C12352",1,1,0,"C529","5194",1,0
"C3578",1,1,0,"C528","5197",1,0
"C8052",1,1,0,"C528","5199",1,0
"C5128",1,1,0,"C529","5200",1,0
"C10131",1,1,0,"C467","5201",1,0
"C2001",1,1,0,"C625","5202",1,0
"C4367",1,1,0,"C1065","5203",1,0
"C11071",1,1,0,"C625","5205",1,0
"C9947",1,1,0,"C612","5206",1,0
"C5096",1,1,0,"C612","5211",1,0
"C15582",1,1,0,"C528","5212",1,0
"C1045",1,1,0,"C625","5213",1,0
"C7863",1,1,0,"C1065","5214",1,0
"C7166",1,1,0,"C449","5219",1,0
"C7622",1,1,0,"C586","5221",1,0
"C17881",1,1,0,"C586","5230",1,0
"C6302",1,1,0,"C467","5232",1,0
"C12663",1,1,0,"C529","5234",1,0
"C7720",1,1,0,"C586","5235",1,0
"C9165",1,1,0,"C2106","5236",1,0
"C15102",1,1,0,"C586","5237",1,0
"C2796",1,1,0,"C528","5242",1,0
"C613",1,1,0,"C586","5243",1,0
"C1729",1,1,0,"C2106","5245",1,0
"C3000",1,1,0,"C1065","5248",1,0
"C3611",1,1,0,"C457","5249",1,0
"C1322",1,1,0,"C467","5251",1,0
"C7916",1,1,0,"C457","5253",1,0
"C6163",1,1,0,"C528","5256",1,0
"C7643",1,1,0,"C528","5257",1,0
"C8930",1,1,0,"C625","5258",1,0
"C20507",1,1,0,"C625","5260",1,0
"C17544",1,1,0,"C586","5261",1,0
"C3681",1,1,0,"C529","5266",1,0
"C25879",1,1,0,"C586","5269",1,0
"C11492",1,1,0,"C612","5270",1,0
"C7174",1,1,0,"C586","5286",1,0
"C7973",1,1,0,"C586","5287",1,0
"C7658",1,1,0,"C457","5295",1,0
"C8681",1,1,0,"C1065","5296",1,0
"C10757",1,1,0,"C586","5301",1,0
"C10160",1,1,0,"C586","5304",1,0
"C9639",1,1,0,"C528","5308",1,0
"C7966",1,1,0,"C467","5312",1,0
"C3688",1,1,0,"C457","5316",1,0
"C3868",1,1,0,"C2106","5318",1,0
"C3910",1,1,0,"C586","5320",1,0
"C831",1,1,0,"C1065","5322",1,0
"C14539",1,1,0,"C457","5326",1,0
"C17254",1,1,0,"C1065","5333",1,0
"C21325",1,1,0,"C528","5334",1,0
"C18147",1,1,0,"C528","5341",1,0
"C19836",1,1,0,"C625","5346",1,0
"C18783",1,1,0,"C457","5350",1,0
"C14529",1,1,0,"C529","5351",1,0
"C17867",1,1,0,"C612","5354",1,0
"C4079",1,1,0,"C625","5357",1,0
"C14897",1,1,0,"C529","5362",1,0
"C9122",1,1,0,"C586","5369",1,0
"C5923",1,1,0,"C586","5371",1,0
"C4257",1,1,0,"C586","5372",1,0
"C916",1,1,0,"C612","5375",1,0
"C1849",1,1,0,"C2162","5380",1,0
"C893",1,1,0,"C625","5382",1,0
"C3303",1,1,0,"C625","5390",1,0
"C2506",1,1,0,"C2106","5402",1,0
"C9095",1,1,0,"C467","5409",1,0
"C1591",1,1,0,"C586","5414",1,0
"C789",1,1,0,"C467","5420",1,0
"C14270",1,1,0,"C586","5421",1,0
"C19132",1,1,0,"C586","5427",1,0
"C16727",1,1,0,"C529","5428",1,0
"C9236",1,1,0,"C529","5432",1,0
"C19231",1,1,0,"C586","5433",1,0
"C332",1,1,0,"C504","5435",1,0
"C14296",1,1,0,"C612","5438",1,0
"C6404",1,1,0,"C467","5439",1,0
"C17974",1,1,0,"C529","5443",1,0
"C10256",1,1,0,"C467","5444",1,0
"C8585",1,1,0,"C2106","5445",1,0
"C15809",1,1,0,"C467","5448",1,0
"C1528",1,1,0,"C1065","5449",1,0
"C6771",1,1,0,"C457","5451",1,0
"C4144",1,1,0,"C612","5452",1,0
"C1560",1,1,0,"C612","5454",1,0
"C5123",1,1,0,"C2106","5456",1,0
"C7514",1,1,0,"C801","5458",1,0
"C14770",1,1,0,"C528","5460",1,0
"C16340",1,1,0,"C625","5463",1,0
"C8524",1,1,0,"C625","5465",1,0
"C9384",1,1,0,"C2106","5466",1,0
"C4029",1,1,0,"C10","5469",1,0
"C2484",1,1,0,"C586","5471",1,0
"C1379",1,1,0,"C586","5472",1,0
"C1946",1,1,0,"C1065","5475",1,0
"C13304",1,1,0,"C586","5477",1,0
"C10966",1,1,0,"C528","5488",1,0
"C21165",1,1,0,"C467","5491",1,0
"C13864",1,1,0,"C625","5492",1,0
"C10251",1,1,0,"C586","5495",1,0
"C21192",1,1,0,"C529","5500",1,0
"C8184",1,1,0,"C586","5502",1,0
"C16862",1,1,0,"C625","5504",1,0
"C6127",1,1,0,"C612","5506",1,0
"C4616",1,1,0,"C529","5507",1,0
"C19121",1,1,0,"C467","5512",1,0
"C2877",1,1,0,"C2982","5516",1,0
"C19952",1,1,0,"C528","5518",1,0
"C4289",1,1,0,"C625","5522",1,0
"C13888",1,1,0,"C2106","5530",1,0
"C13868",1,1,0,"C528","5534",1,0
"C16537",1,1,0,"C585","5546",1,0
"C19278",1,1,0,"C467","5547",1,0
"C15453",1,1,0,"C467","5550",1,0
"C8395",1,1,0,"C457","5556",1,0
"C20614",1,1,0,"C586","5557",1,0
"C6020",1,1,0,"C586","5560",1,0
"C264",1,1,0,"C1065","5571",1,0
"C21978",1,1,0,"C529","5573",1,0
"C14019",1,1,0,"C612","5574",1,0
"C4608",1,1,0,"C586","5578",1,0
"C16581",1,1,0,"C586","5579",1,0
"C1597",1,1,0,"C457","5580",1,0
"C2913",1,1,0,"C529","5587",1,0
"C576",1,1,0,"C529","5588",1,0
"C7910",1,1,0,"C612","5590",1,0
"C6469",1,1,0,"C528","5591",1,0
"C18414",1,1,0,"C612","5593",1,0
"C4185",1,1,0,"C625","5594",1,0
"C8761",1,1,0,"C625","5598",1,0
"C712",1,1,0,"C1065","5599",1,0
"C10984",1,1,0,"C612","5600",1,0
"C14625",1,1,0,"C467","5604",1,0
"C1256",1,1,0,"C586","5606",1,0
"C8215",1,1,0,"C528","5607",1,0
"C1987",1,1,0,"C457","5608",1,0
"C1949",1,1,0,"C625","5609",1,0
"C6561",1,1,0,"C457","5610",1,0
"C6837",1,1,0,"C1065","5612",1,0
"C879",1,1,0,"C1065","5613",1,0
"C7202",1,1,0,"C467","5615",1,0
"C2679",1,1,0,"C529","5619",1,0
"C1690",1,1,0,"C586","5627",1,0
"C8903",1,1,0,"C612","5628",1,0
"C8127",1,1,0,"C3173","5629",1,0
"C14433",1,1,0,"C529","5630",1,0
"C1194",1,1,0,"C529","5634",1,0
"C4563",1,1,0,"C625","5635",1,0
"C14375",1,1,0,"C467","5638",1,0
"C12909",1,1,0,"C457","5639",1,0
"C9906",1,1,0,"C612","5644",1,0
"C19957",1,1,0,"C612","5658",1,0
"C1119",1,1,0,"C529","5663",1,0
"C10037",1,1,0,"C467","5665",1,0
"C9120",1,1,0,"C467","5666",1,0
"C11159",1,1,0,"C586","5667",1,0
"C14504",1,1,0,"C612","5668",1,0
"C354",1,1,0,"C586","5669",1,0
"C6207",1,1,0,"C612","5670",1,0
"C11658",1,1,0,"C467","5675",1,0
"C18720",1,1,0,"C586","5676",1,0
"C20177",1,1,0,"C1065","5677",1,0
"C11025",1,1,0,"C529","5680",1,0
"C7676",1,1,0,"C1065","5682",1,0
"C7348",1,1,0,"C612","5683",1,0
"C5352",1,1,0,"C612","5684",1,0
"C1397",1,1,0,"C612","5688",1,0
"C8996",1,1,0,"C625","5689",1,0
"C10428",1,1,0,"C529","5696",1,0
"C18702",1,1,0,"C10","5698",1,0
"C13755",1,1,0,"C586","5712",1,0
"C9456",1,1,0,"C612","5718",1,0
"C8289",1,1,0,"C528","5721",1,0
"C12017",1,1,0,"C586","5725",1,0
"C1975",1,1,0,"C612","5730",1,0
"C345",1,1,0,"C586","5733",1,0
"C3230",1,1,0,"C586","5734",1,0
"C2554",1,1,0,"C457","5736",1,0
"C3851",1,1,0,"C586","5738",1,0
"C2655",1,1,0,"C529","5740",1,0
"C1911",1,1,0,"C457","5741",1,0
"C16594",1,1,0,"C586","5747",1,0
"C20921",1,1,0,"C586","5748",1,0
"C13389",1,1,0,"C586","5749",1,0
"C19410",1,1,0,"C457","5750",1,0
"C1532",1,1,0,"C586","5751",1,0
"C6027",1,1,0,"C457","5755",1,0
"C6901",1,1,0,"C457","5757",1,0
"C4505",1,1,0,"C529","5759",1,0
"C15549",1,1,0,"C457","5760",1,0
"C17360",1,1,0,"C586","5762",1,0
"C4879",1,1,0,"C529","5768",1,0
"C413",1,1,0,"C457","5771",1,0
"C4688",1,1,0,"C586","5773",1,0
"C4387",1,1,0,"C612","5774",1,0
"C7610",1,1,0,"C529","5775",1,0
"C15928",1,1,0,"C528","5781",1,0
"C259",1,1,0,"C1065","5783",1,0
"C2809",1,1,0,"C625","5786",1,0
"C1296",1,1,0,"C586","5787",1,0
"C6440",1,1,0,"C625","5801",1,0
"C19454",1,1,0,"C612","5804",1,0
"C20161",1,1,0,"C529","5805",1,0
"C22774",1,1,0,"C2106","5809",1,0
"C15324",1,1,0,"C457","5811",1,0
"C19709",1,1,0,"C467","5812",1,0
"C14587",1,1,0,"C528","5814",1,0
"C1793",1,1,0,"C612","5816",1,0
"C15224",1,1,0,"C457","5817",1,0
"C4803",1,1,0,"C457","5819",1,0
"C5594",1,1,0,"C467","5827",1,0
"C9933",1,1,0,"C3173","5829",1,0
"C14320",1,1,0,"C1065","5833",1,0
"C1090",1,1,0,"C457","5837",1,0
"C4329",1,1,0,"C612","5838",1,0
"C8889",1,1,0,"C529","5839",1,0
"C15518",1,1,0,"C625","5840",1,0
"C4812",1,1,0,"C586","5846",1,0
"C9230",1,1,0,"C585","5850",1,0
"C6855",1,1,0,"C467","5855",1,0
"C1152",1,1,0,"C586","5857",1,0
"C2672",1,1,0,"C625","5859",1,0
"C13350",1,1,0,"C801","5907",1,0
"C6296",1,1,0,"C586","5917",1,0
"C6696",1,1,0,"C528","5921",1,0
"C7816",1,1,0,"C2106","5922",1,0
"C18791",1,1,0,"C457","5923",1,0
"C1792",1,1,0,"C2106","5925",1,0
"C2164",1,1,0,"C467","5926",1,0
"C20206",1,1,0,"C529","5928",1,0
"C257",1,1,0,"C1065","5931",1,0
"C13158",1,1,0,"C2106","5934",1,0
"C15749",1,1,0,"C457","5936",1,0
"C15882",1,1,0,"C467","5938",1,0
"C36",1,1,0,"C625","5940",1,0
"C21765",1,1,0,"C586","5941",1,0
"C21495",1,1,0,"C467","5944",1,0
"C7438",1,1,0,"C625","5949",1,0
"C773",1,1,0,"C467","5957",1,0
"C21721",1,1,0,"C612","5958",1,0
"C1973",1,1,0,"C2106","5960",1,0
"C3504",1,1,0,"C586","5963",1,0
"C9591",1,1,0,"C92","5968",1,0
"C7059",1,1,0,"C529","5969",1,0
"C21877",1,1,0,"C529","5972",1,0
"C3528",1,1,0,"C1065","5974",1,0
"C13107",1,1,0,"C467","5985",1,0
"C8005",1,1,0,"C467","5991",1,0
"C8064",1,1,0,"C457","5992",1,0
"C17870",1,1,0,"C2106","5993",1,0
"C9743",1,1,0,"C625","5994",1,0
"C19739",1,1,0,"C529","5995",1,0
"C6310",1,1,0,"C529","5996",1,0
"C18298",1,1,0,"C529","6013",1,0
"C3186",1,1,0,"C529","6015",1,0
"C15060",1,1,0,"C586","6017",1,0
"C15980",1,1,0,"C1065","6021",1,0
"C7964",1,1,0,"C467","6024",1,0
"C3076",1,1,0,"C3443","6025",1,0
"C14936",1,1,0,"C529","6026",1,0
"C7476",1,1,0,"C586","6028",1,0
"C16905",1,1,0,"C2106","6029",1,0
"C6275",1,1,0,"C529","6031",1,0
"C3645",1,1,0,"C1065","6032",1,0
"C15220",1,1,0,"C586","6033",1,0
"C762",1,1,0,"C467","6034",1,0
"C21460",1,1,0,"C467","6037",1,0
"C12931",1,1,0,"C529","6041",1,0
"C15741",1,1,0,"C457","6042",1,0
"C12083",1,1,0,"C2106","6043",1,0
"C1759",1,1,0,"C457","6044",1,0
"C18829",1,1,0,"C625","6047",1,0
"C693",1,1,0,"C1065","6049",1,0
"C21539",1,1,0,"C1065","6056",1,0
"C17033",1,1,0,"C585","6062",1,0
"C5258",1,1,0,"C625","6067",1,0
"C225",1,1,0,"C529","6068",1,0
"C19010",1,1,0,"C528","6071",1,0
"C15230",1,1,0,"C528","6075",1,0
"C5513",1,1,0,"C625","6077",1,0
"C6745",1,1,0,"C457","6078",1,0
"C11011",1,1,0,"C586","6081",1,0
"C3071",1,1,0,"C586","6082",1,0
"C15372",1,1,0,"C586","6091",1,0
"C1006",1,1,0,"C586","6093",1,0
"C10214",1,1,0,"C467","6094",1,0
"C2964",1,1,0,"C1065","6098",1,0
"C6503",1,1,0,"C612","6104",1,0
"C2870",1,1,0,"C457","6106",1,0
"C13136",1,1,0,"C3953","6107",1,0
"C18207",1,1,0,"C625","6110",1,0
"C17636",1,1,0,"C529","6112",1,0
"C2864",1,1,0,"C1065","6113",1,0
"C20515",1,1,0,"C529","6114",1,0
"C10547",1,1,0,"C467","6117",1,0
"C10012",1,1,0,"C529","6122",1,0
"C10815",1,1,0,"C586","6125",1,0
"C9958",1,1,0,"C2106","6127",1,0
"C12808",1,1,0,"C625","6131",1,0
"C15475",1,1,0,"C2127","6132",1,0
"C13209",1,1,0,"C625","6134",1,0
"C1646",1,1,0,"C586","6137",1,0
"C4325",1,1,0,"C467","6140",1,0
"C8675",1,1,0,"C625","6143",1,0
"C2237",1,1,0,"C529","6145",1,0
"C15129",1,1,0,"C467","6149",1,0
"C7363",1,1,0,"C1065","6155",1,0
"C6102",1,1,0,"C586","6158",1,0
"C1084",1,1,0,"C612","6160",1,0
"C12677",1,1,0,"C612","6162",1,0
"C16017",1,1,0,"C1065","6167",1,0
"C1012",1,1,0,"C586","6171",1,0
"C21497",1,1,0,"C529","6174",1,0
"C14820",1,1,0,"C586","6176",1,0
"C21593",1,1,0,"C467","6177",1,0
"C12521",1,1,0,"C457","6178",1,0
"C5042",1,1,0,"C529","6179",1,0
"C3530",1,1,0,"C3953","6180",1,0
"C18802",1,1,0,"C467","6188",1,0
"C4503",1,1,0,"C457","6189",1,0
"C2689",1,1,0,"C586","6190",1,0
"C14409",1,1,0,"C467","6192",1,0
"C20345",1,1,0,"C586","6193",1,0
"C21589",1,1,0,"C586","6197",1,0
"C16856",1,1,0,"C625","6199",1,0
"C162",1,1,0,"C625","6205",1,0
"C6586",1,1,0,"C625","6206",1,0
"C21262",1,1,0,"C529","6208",1,0
"C5375",1,1,0,"C625","6209",1,0
"C3620",1,1,0,"C612","6215",1,0
"C17649",1,1,0,"C625","6220",1,0
"C1445",1,1,0,"C1065","6221",1,0
"C18332",1,1,0,"C1065","6222",1,0
"C3252",1,1,0,"C625","6225",1,0
"C2396",1,1,0,"C612","6229",1,0
"C13431",1,1,0,"C467","6230",1,0
"C5290",1,1,0,"C529","6231",1,0
"C10860",1,1,0,"C528","6234",1,0
"C1455",1,1,0,"C2106","6235",1,0
"C2969",1,1,0,"C395","6236",1,0
"C20422",1,1,0,"C528","6237",1,0
"C1782",1,1,0,"C612","6242",1,0
"C19489",1,1,0,"C586","6243",1,0
"C9597",1,1,0,"C625","6245",1,0
"C676",1,1,0,"C1065","6252",1,0
"C4552",1,1,0,"C467","6253",1,0
"C4165",1,1,0,"C612","6255",1,0
"C4315",1,1,0,"C457","6258",1,0
"C10721",1,1,0,"C3249","6262",1,0
"C3546",1,1,0,"C586","6268",1,0
"C9407",1,1,0,"C457","6269",1,0
"C3265",1,1,0,"C1065","6273",1,0
"C14010",1,1,0,"C1065","6274",1,0
"C15918",1,1,0,"C2106","6276",1,0
"C781",1,1,0,"C586","6277",1,0
"C8007",1,1,0,"C529","6279",1,0
"C967",1,1,0,"C1487","6281",1,0
"C10732",1,1,0,"C467","6282",1,0
"C835",1,1,0,"C529","6284",1,0
"C14882",1,1,0,"C1065","6285",1,0
"C15632",1,1,0,"C625","6286",1,0
"C16500",1,1,0,"C1065","6292",1,0
"C5929",1,1,0,"C529","6293",1,0
"C16130",1,1,0,"C528","6297",1,0
"C12705",1,1,0,"C625","6300",1,0
"C1394",1,1,0,"C625","6302",1,0
"C1053",1,1,0,"C586","6304",1,0
"C7802",1,1,0,"C625","6306",1,0
"C1454",1,1,0,"C586","6307",1,0
"C20",1,1,0,"C467","6308",1,0
"C1024",1,1,0,"C467","6311",1,0
"C5379",1,1,0,"C2106","6318",1,0
"C15753",1,1,0,"C528","6319",1,0
"C4519",1,1,0,"C457","6323",1,0
"C7693",1,1,0,"C586","6324",1,0
"C7100",1,1,0,"C625","6325",1,0
"C700",1,1,0,"C2106","6336",1,0
"C2291",1,1,0,"C529","6347",1,0
"C4405",1,1,0,"C625","6349",1,0
"C15131",1,1,0,"C1015","6350",1,0
"C9168",1,1,0,"C586","6352",1,0
"C19261",1,1,0,"C2855","6353",1,0
"C18795",1,1,0,"C1065","6359",1,0
"C25122",1,1,0,"C529","6365",1,0
"C19744",1,1,0,"C467","6366",1,0
"C8690",1,1,0,"C612","6367",1,0
"C11501",1,1,0,"C585","6369",1,0
"C10260",1,1,0,"C528","6370",1,0
"C1298",1,1,0,"C1065","6374",1,0
"C5445",1,1,0,"C612","6375",1,0
"C9159",1,1,0,"C1065","6387",1,0
"C11400",1,1,0,"C625","6389",1,0
"C21099",1,1,0,"C625","6391",1,0
"C7065",1,1,0,"C625","6394",1,0
"C4425",1,1,0,"C529","6395",1,0
"C19564",1,1,0,"C586","6396",1,0
"C4148",1,1,0,"C467","6398",1,0
"C10399",1,1,0,"C3468","6399",1,0
"C20777",1,1,0,"C1065","6406",1,0
"C9026",1,1,0,"C467","6414",1,0
"C1311",1,1,0,"C467","6417",1,0
"C4724",1,1,0,"C529","6424",1,0
"C9921",1,1,0,"C467","6425",1,0
"C22018",1,1,0,"C529","6431",1,0
"C10219",1,1,0,"C528","6434",1,0
"C21648",1,1,0,"C1065","6435",1,0
"C1230",1,1,0,"C586","6437",1,0
"C10415",1,1,0,"C625","6438",1,0
"C18065",1,1,0,"C612","6443",1,0
"C5303",1,1,0,"C529","6445",1,0
"C348",1,1,0,"C1065","6446",1,0
"C13728",1,1,0,"C612","6447",1,0
"C12554",1,1,0,"C2106","6449",1,0
"C1971",1,1,0,"C586","6451",1,0
"C4665",1,1,0,"C586","6457",1,0
"C15502",1,1,0,"C586","6460",1,0
"C8623",1,1,0,"C467","6461",1,0
"C13596",1,1,0,"C586","6464",1,0
"C6024",1,1,0,"C2162","6468",1,0
"C20203",1,1,0,"C625","6472",1,0
"C8402",1,1,0,"C457","6476",1,0
"C19274",1,1,0,"C529","6477",1,0
"C4891",1,1,0,"C457","6480",1,0
"C2320",1,1,0,"C467","6483",1,0
"C3427",1,1,0,"C457","6487",1,0
"C12226",1,1,0,"C457","6488",1,0
"C11468",1,1,0,"C529","6489",1,0
"C6775",1,1,0,"C586","6493",1,0
"C6729",1,1,0,"C625","6500",1,0
"C7185",1,1,0,"C2106","6502",1,0
"C22066",1,1,0,"C457","6506",1,0
"C17512",1,1,0,"C1065","6513",1,0
"C6826",1,1,0,"C528","6515",1,0
"C13082",1,1,0,"C529","6517",1,0
"C9745",1,1,0,"C457","6519",1,0
"C5145",1,1,0,"C528","6520",1,0
"C7038",1,1,0,"C586","6524",1,0
"C6920",1,1,0,"C529","6525",1,0
"C19725",1,1,0,"C467","6531",1,0
"C20342",1,1,0,"C612","6532",1,0
"C12923",1,1,0,"C586","6533",1,0
"C16841",1,1,0,"C529","6534",1,0
"C6460",1,1,0,"C586","6544",1,0
"C18817",1,1,0,"C457","6546",1,0
"C7568",1,1,0,"C586","6555",1,0
"C75",1,1,0,"C457","6556",1,0
"C1210",1,1,0,"C467","6559",1,0
"C8278",1,1,0,"C457","6560",1,0
"C1048",1,1,0,"C2855","6571",1,0
"C19483",1,1,0,"C529","6572",1,0
"C18725",1,1,0,"C612","6573",1,0
"C19854",1,1,0,"C457","6578",1,0
"C18831",1,1,0,"C5618","6579",1,0
"C13711",1,1,0,"C467","6581",1,0
"C1158",1,1,0,"C625","6585",1,0
"C415",1,1,0,"C467","6588",1,0
"C12529",1,1,0,"C528","6593",1,0
"C336",1,1,0,"C1065","6594",1,0
"C7558",1,1,0,"C586","6598",1,0
"C2056",1,1,0,"C612","6600",1,0
"C2721",1,1,0,"C467","6601",1,0
"C6308",1,1,0,"C625","6604",1,0
"C4046",1,1,0,"C586","6609",1,0
"C1903",1,1,0,"C467","6613",1,0
"C6096",1,1,0,"C743","6614",1,0
"C8433",1,1,0,"C586","6616",1,0
"C12570",1,1,0,"C586","6624",1,0
"C4525",1,1,0,"C529","6625",1,0
"C325",1,1,0,"C1065","6628",1,0
"C13030",1,1,0,"C2106","6634",1,0
"C3393",1,1,0,"C625","6636",1,0
"C301",1,1,0,"C586","6637",1,0
"C7645",1,1,0,"C529","6639",1,0
"C12907",1,1,0,"C529","6640",1,0
"C13771",1,1,0,"C1065","6642",1,0
"C20389",1,1,0,"C529","6645",1,0
"C7129",1,1,0,"C3173","6646",1,0
"C10786",1,1,0,"C467","6647",1,0
"C4843",1,1,0,"C529","6648",1,0
"C6083",1,1,0,"C2982","6652",1,0
"C1352",1,1,0,"C586","6656",1,0
"C19930",1,1,0,"C2106","6658",1,0
"C12019",1,1,0,"C324","6660",1,0
"C20391",1,1,0,"C743","6662",1,0
"C2873",1,1,0,"C529","6663",1,0
"C4285",1,1,0,"C528","6665",1,0
"C8535",1,1,0,"C528","6667",1,0
"C13028",1,1,0,"C585","6670",1,0
